indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1980,909919829.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1979,903773491.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1978,897398355.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1977,891301791.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1976,885244462.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1975,879088327.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1974,872247955.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1973,865015884.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1972,857513072.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1971,849553629.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1970,840190480.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1969,832633761.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1968,825029113.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1967,817437528.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1966,809623605.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1965,801451274.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1964,792735136.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1963,783736508.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1962,774678780.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1961,765442136.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V4', 'value': 'Post-demographic dividend'}",PST,1960,756359099.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2024,1105951788.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2023,1078224044.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2022,1051201551.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2021,1024960313.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2020,998624261.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2019,972302503.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2018,946317177.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2017,920568701.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2016,895239872.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2015,870587800.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2014,846420736.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2013,822138419.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2012,798002725.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2011,774567417.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2010,752046672.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2009,730293963.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2008,708796270.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2007,688722596.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2006,670229212.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2005,651320620.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2004,632445407.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2003,614269146.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2002,596114535.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2001,578587390.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,2000,562428025.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1999,546890075.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1998,531450214.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1997,516729805.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1996,503373634.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1995,490118620.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1994,475022693.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1993,459529211.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1992,445411988.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1991,433111892.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1990,422471117.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1989,411682495.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1988,400820214.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1987,390374024.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1986,379883689.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1985,369570962.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1984,359259708.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1983,349226289.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1982,339575832.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1981,330988678.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1980,322965422.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1979,313887702.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1978,304240149.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1977,295051411.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1976,286692896.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1975,278656584.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1974,270820390.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1973,263238228.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1972,256080715.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1971,249344292.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1970,242769169.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1969,236419165.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1968,230300956.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1967,224392810.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1966,218721527.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1965,213246024.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1964,207958469.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1963,202879347.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1962,198004977.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1961,193342737.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'V1', 'value': 'Pre-demographic dividend'}",PRE,1960,188920253.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2024,20193405.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2023,20031262.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2022,19852364.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2021,19646549.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2020,19472157.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2019,19293697.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2018,19084934.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2017,18865506.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2016,18671045.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2015,18482578.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2014,18292084.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2013,18107202.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2012,17926451.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2011,17748220.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2010,17575200.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2009,17398922.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2008,17228345.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2007,17047450.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2006,16868546.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2005,16699341.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2004,16597133.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2003,16441139.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2002,16250203.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2001,16017863.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,2000,15786741.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1999,15698038.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1998,15624755.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1997,15435138.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1996,15248657.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1995,15087617.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1994,14970002.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1993,14837410.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1992,14735408.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1991,14610383.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1990,14379862.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1989,14148870.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1988,13924070.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1987,13707720.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1986,13492150.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1985,13275197.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1984,13067491.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1983,12874950.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1982,12683850.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1981,12490529.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1980,12298380.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1979,12105153.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1978,11915233.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1977,11728016.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1976,11541204.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1975,11364129.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1974,11199859.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1973,11041388.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1972,10876065.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1971,10702728.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1970,10526671.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1969,10353360.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1968,10181338.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1967,10014042.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1966,9846482.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1965,9670463.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1964,9487757.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1963,9300542.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1962,9111719.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1961,8927466.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S1', 'value': 'Small states'}",SST,1960,8767492.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2024,1677384532.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2023,1662580579.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2022,1648009565.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2021,1634785356.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '8S', 'value': 'South Asia'}",SAS,2020,1621073417.0,,,0
