indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2016,72181.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2015,72174.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2014,73737.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2013,75194.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2012,76834.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2011,77783.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2010,80706.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2009,83888.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2008,83495.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2007,81877.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2006,79585.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2005,77421.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2004,74325.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2003,69486.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2002,66506.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2001,65852.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,2000,65685.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1999,65710.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1998,65382.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1997,64700.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1996,63984.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1995,63912.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1994,64612.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1993,63272.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1992,60200.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1991,56667.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1990,52597.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1989,50620.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1988,49416.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1987,47653.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1986,45734.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1985,43825.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1984,42273.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1983,40565.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1982,38764.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1981,37169.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1980,35782.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1979,34306.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1978,32735.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1977,31097.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1976,29436.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1975,27773.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1974,26130.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1973,24523.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1972,22957.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1971,21442.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1970,19977.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1969,18555.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1968,17176.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1967,15837.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1966,14626.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1965,13634.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1964,12764.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1963,11915.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1962,11086.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1961,10283.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AD', 'value': 'Andorra'}",AND,1960,9510.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2024,37885849.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2023,36749906.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2022,35635029.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2021,34532429.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2020,33451132.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2019,32375632.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2018,31297155.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2017,30234839.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2016,29183070.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2015,28157798.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2014,27160769.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2013,26165620.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2012,25177394.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2011,24218352.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2010,23294825.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2009,22414773.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2008,21578655.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2007,20778561.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2006,20015279.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2005,19291161.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2004,18600423.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2003,17943712.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2002,17327699.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2001,16747208.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,2000,16194869.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1999,15667235.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1998,15159370.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1997,14660413.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1996,14170973.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1995,13699778.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1994,13249764.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1993,12827135.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1992,12423712.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1991,12023529.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1990,11626360.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1989,11238562.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1988,10861291.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1987,10497858.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1986,10139450.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1985,9779120.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1984,9425917.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1983,9082983.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1982,8751648.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1981,8435607.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1980,8133872.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1979,7847207.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1978,7576734.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1977,7317829.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1976,7074664.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1975,6842947.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1974,6613367.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1973,6388528.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1972,6174262.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1971,5991102.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1970,5852788.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1969,5763685.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1968,5702699.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1967,5641807.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1966,5581386.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1965,5521981.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1964,5464187.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1963,5408320.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1962,5354310.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1961,5301583.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AO', 'value': 'Angola'}",AGO,1960,5231654.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2024,93772.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2023,93316.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2022,92840.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2021,92349.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2020,91846.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2019,91364.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2018,90926.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2017,90468.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2016,89969.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2015,89409.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2014,88765.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2013,88064.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2012,87260.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2011,86332.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2010,85320.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2009,84173.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2008,82912.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2007,81704.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2006,80604.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2005,79611.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2004,78719.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2003,77884.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2002,77032.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2001,76069.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,2000,74912.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1999,73666.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1998,72412.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1997,71053.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1996,69612.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1995,68189.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1994,66843.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1993,65587.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1992,64404.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1991,63387.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1990,63066.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1989,63325.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1988,63623.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1987,63946.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1986,64276.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1985,64591.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1984,64882.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1983,64934.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1982,64785.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1981,64665.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1980,64513.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1979,64274.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1978,64038.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1977,63862.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1976,63762.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1975,63839.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1974,64058.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1973,64342.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1972,64615.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1971,64729.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1970,64528.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1969,63819.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1968,62809.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1967,61837.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1966,60900.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1965,59970.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1964,59020.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1963,58138.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1962,57336.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1961,56540.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AG', 'value': 'Antigua and Barbuda'}",ATG,1960,55603.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2024,45696159.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2023,45538401.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2022,45407904.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2021,45312281.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2020,45191965.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2019,44973465.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2018,44654882.0,,,0
